Carne assada com molho cítrico|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho de alecrim|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho de alho-poró|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho de ameixas|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho de champignon|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho de cogumelo|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho de ervas|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho de especiarias|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho de tomate|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne assada com molho de vinho|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho ferrugem|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho madeira|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho picante|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho roti|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne assada com molho roty|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne corada com pimentão e cebola|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne cubos com argentino|bovina|ao molho gorduroso|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne de panela|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne de panela acebolada|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne de panela ao molho argentino|bovina|ao molho gorduroso|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne de panela ao molho roty|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne de panela com batata|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne de panela com batatas|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne de panela com legumes|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos à brasileira|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos à chinesa|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos acebolada|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos ao molho de cebola|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos ao molho madeira|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos ao molho roti|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos ao molho vinagrete|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos ao sugo|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com batatas|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com calabresa|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos com legumes|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com linguiça calabresa|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com mandioca|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com mandioquinha|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com molho ao sugo|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com molho branco|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com molho champignon|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos com molho de ervas|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos com molho de ervilha|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos com molho de mostarda|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com molho de vinho|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos com molho ferrugem|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos com molho italiano|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com molho madeira|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos com molho picante|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos com molho pomodoro|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cubos com molho roti|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em cubos com molho vinagrete|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em cucos ao tomatelli|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em iscas|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em iscas aceboladas|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em iscas com molho argentino|bovina|ao molho gorduroso|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em tiras|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em tiras à chinesa|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em tiras à cigana|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em tiras à milanesa|bovina|frito|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em tiras aceboladas|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em tiras com cogumelos|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em tiras com molho de alecrim|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em tiras com molho de azeitona|bovina|ao molho gorduroso|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne em tiras com molho de pimentões|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne em tiras empanadas|bovina|frito|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne louca|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moida|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída à fantasia|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída à primavera|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne moida ao m. azeitonas (miolo da paleta)|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída ao sugo|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne moída com alho-poró|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída com azeitona|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída com azeitona (patinho)|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída com azeitona e tomate|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída com azeitonas|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída com batata|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne moida com batata (miolo de paleta)|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne moída com cenoura e milho|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne moída com cenoura e vagem|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne moída com legumes|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne moída com molho|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída com molho roti|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída com moyashi|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída com pimentões|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne moída com tomate|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne moída m. de azeitonas (miolo da paleta)|bovina|ao molho gorduroso|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne moída refogada|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne picada|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne picada com cogumelos|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne picada com especiarias|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne picada com legumes|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne picada com molho de cogumelos|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne picada com molho de especiarias|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Carne picada com molho de tomate|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Carne picado com linguiça calabresa|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Chop suey de lombo|suína|grelhado/refogado|copa lombo, lombo|Marrom/Bege
Contra filé acebolado|bovina|grelhado/refogado|contra filé (carne bovina em peça)|Marrom/Bege
Contra filé ao alho|bovina|grelhado/refogado|contra filé (carne bovina em peça)|Marrom/Bege
Contrafilé assado com molho barbecue|bovina|ao molho leve|contra filé (carne bovina em peça)|Marrom/Bege
Contrafilé assado com molho shoyu|bovina|ao molho leve|contra filé (carne bovina em peça)|Marrom/Bege
Contrafilé com molho roti|bovina|ao molho leve|contra filé (carne bovina em peça)|Marrom/Bege
Contrafilé com molho vinagrete|bovina|ao molho leve|contra filé (carne bovina em peça)|Marrom/Bege
Contrafilé em tiras aceboladas|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Copa lombo à california|suína|ao molho gorduroso|copa lombo, lombo|Marrom/Bege
Copa lombo acebolado|suína|ao molho gorduroso|copa lombo, lombo|Marrom/Bege
Copa lombo ao molho barbecue|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo ao molho de abacaxi|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo ao molho de laranja|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo ao molho de limão|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo ao molho de maçã|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo ao vinagrete|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo assado com molho ferrugem|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho agridoce|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho barbecue|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho califórnia|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho cítrico|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho de abacaxi|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho de alecrim|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho de alho poró|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho de cítrico|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho de limão|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho de maracujá|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho de mostarda|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho de pimentão|suína|ao molho leve|copa lombo, lombo|Misto
Copa lombo com molho de vinho|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho ferrugem|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho roti|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho roty|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Copa lombo com molho vinagrete|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Coxa de frango|ave|grelhado/refogado|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa de frango assada com molho ao sugo|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa de frango em cubos|ave|grelhado/refogado|Filé de coxa de frango carne de frango, filé sem pele e sem osso|Marrom/Bege
Coxa e sobrecoxa assada com molho curry|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa com molho carbonara|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa com molho de tomates|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Misto
Coxa e sobrecoxa de franco à passarinho|ave|frito|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango à passarinho|ave|frito|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango ao sugo|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Misto
Coxa e sobrecoxa de frango assado|ave|assado|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango com alho|ave|grelhado/refogado|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango com molho à caçadora|ave|ao molho gorduroso|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango com molho cítrico|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango com molho de azeitona|ave|ao molho gorduroso|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango com molho de ervas|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango com molho de laranja|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango com molho de pimentão|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Misto
Coxa e sobrecoxa de frango com molho de salsão|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango com molho laranja|ave|ao molho leve|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa e sobrecoxa de frango frito|ave|frito|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa sobrecoxa de frango|ave|grelhado/refogado|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Coxa sobrecoxa de frango assado|ave|assado|Coxa, coxa e sobrecoxa de frango (carne de frango com osso, com pele, magra|Marrom/Bege
Cozido bovino com legumes|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Cubos ao molho de mostarda|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos ao molho roti|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos bovinos ao molho mostarda|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos bovinos ao molho roti|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos bovinos com legumes|bovina|cozido|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Cubos de carne|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos de carne à chinesa|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Cubos de carne a pomodoro|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Cubos de carne à pomodoro|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Cubos de carne à primavera|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Cubos de carne ao vinagrete|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos de carne com abóbora|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Cubos de carne com calabresa|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos de carne com cebolas em pétalas|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos de carne com linguiça calabresa|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos de carne com mandioca|bovina|grelhado/refogado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Cubos de carne com molho argentino|bovina|ao molho gorduroso|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos de carne com molho de bacon|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos de carne com molho de ervilha|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Misto
Cubos de carne com molho madeira|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos de carne com molho roti|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cubos de coxa de frango assada|ave|assado|Filé de coxa de frango carne de frango, filé sem pele e sem osso|Marrom/Bege
Cubos de filé de coxa assada|ave|assado|Filé de coxa de frango carne de frango, filé sem pele e sem osso|Marrom/Bege
Cubos de filé de coxa assado|ave|assado|Filé de coxa de frango carne de frango, filé sem pele e sem osso|Marrom/Bege
Cubos de frango à brasileira|ave|grelhado/refogado|Filé de coxa de frango carne de frango, filé sem pele e sem osso|Marrom/Bege
Cubos de frango com molho de abacaxi|ave|ao molho leve|Filé de coxa de frango carne de frango, filé sem pele e sem osso|Marrom/Bege
Cubos de frango com molho de ervilha|ave|ao molho leve|Filé de coxa de frango carne de frango, filé sem pele e sem osso|Marrom/Bege
Cubos de frango com molho de laranja|ave|ao molho leve|Filé de coxa de frango carne de frango, filé sem pele e sem osso|Marrom/Bege
Cubos de frango com vinagrete|ave|ao molho leve|Filé de coxa de frango carne de frango, filé sem pele e sem osso|Marrom/Bege
Cubos de peito de frango à primavera|ave|grelhado/refogado|Filé de peito de frango sem pele e sem osso|Misto
Cubos de peito de frango com molho de pimentões|ave|ao molho leve|Filé de peito de frango sem pele e sem osso|Misto
Cubos de peito frango com molho shoyo|ave|ao molho leve|Filé de peito de frango sem pele e sem osso|Marrom/Bege
Cubos suíno ao m. barbecue (lombo)|suína|ao molho leve|copa lombo, lombo|Marrom/Bege
Cubos suínos|suína|grelhado/refogado|pernil|Marrom/Bege
Cubos suínos ao m. escuro (pernil)|suína|ao molho gorduroso|pernil|Marrom/Bege
Cupim acebolado|bovina|ao molho gorduroso|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cupim ao molho madeira|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cupim assado|bovina|assado|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cupim assado com molho apimentado|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cupim assado com molho de abacaxi|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cupim assado com molho de limão|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cupim assado com molho escuro|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cupim assado com molho ferrugem|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
Cupim assado com molho madeira|bovina|ao molho leve|alcatra, almôndega, bife de contra filé, bife de patinho, coxão duro, lagarto, patinho/coxão mole|Marrom/Bege
