restaurant_name,date,meal,main_item,vegetarian_item,dessert_item,mundane_items,calories
PUSP-C,2018-09-05,LUNCH,Frango assado,Grão-de-bico com legumes,Mexerica,"Arroz, Arroz integral, Feijão, Macarrão com molho ao sugo, Minipão, Refresco, Salada de escarola",865
PUSP-C,2018-09-06,LUNCH,Cupim com molho madeira,Pvt com escarola,Flan de baunilha,"Abobrinha refogada, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de agrião",920
PUSP-C,2018-09-10,LUNCH,Filé de frango com molho ferrugem,Feijoada de pvt,Goiabinha,"Arroz, Arroz integral, Creme de milho, Feijão preto, Minipão, Refresco, Salada de alface",1055
PUSP-C,2018-09-11,LUNCH,Torta madalena,Canelone de pvt,Maçã,"Arroz, Arroz integral, Escarola refogada, Feijão, Minipão, Refresco, Salada de tomate",915
PUSP-C,2018-09-12,LUNCH,Hambúrguer com molho barbecue,Lentilha com couve,Gelatina,"Arroz, Arroz integral, Batata doce sauté, Feijão, Minipão, Refresco, Salada de rúcula",900
PUSP-C,2018-09-13,LUNCH,Contrafilé com molho roti,Yakissoba de pvt,Mexerica,"Arroz, Arroz integral, Chuchu com orégano, Feijão, Minipão, Refresco, Salada de acelga",860
PUSP-C,2018-09-14,LUNCH,Coxa de frango assada com molho ao sugo,Panqueca de pvt,Pudim de chocolate,"Arroz, Arroz integral, Feijão, Mandioca na manteiga, Minipão, Refresco, Salada de agrião",1070
PUSP-C,2018-09-17,LUNCH,Cubos de frango com molho de abacaxi,Quibe de pvt,Laranja,"Arroz, Arroz integral, Creme de brócolis, Feijão, Minipão, Refresco, Salada de acelga",890
PUSP-C,2018-09-18,LUNCH,Cozido bovino com legumes,Pvt com alho-poró,Espumone de uva,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de escarola, Virado de couve",910
PUSP-C,2018-09-19,LUNCH,Copa lombo ao molho de maçã,Lentilha com ricota,Banana,"Arroz, Arroz integral, Cenoura refogada com alho-poró, Feijão, Minipão, Refresco, Salada de alface",980
PUSP-C,2018-09-20,LUNCH,Filé de coxa de frango assada,Almôndegas de pvt,Mousse de chocolate,"Arroz, Arroz integral, Batata-palha, Feijão preto, Minipão, Refresco, Salada de repolho",1035
PUSP-C,2018-09-21,LUNCH,Almôndegas de carne com molho ao sugo,Pvt com cogumelo,Melancia,"Abóbora ao alho, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de agrião",910
PUSP-C,2018-09-24,LUNCH,Bife de panela à brasileira (milho e ervilha),Grão de bico com espinafre,Maçã,"Arroz, Arroz integral, Feijão, Minipão, Nhoque com molho ao sugo, Refresco, Salada de repolho",865
PUSP-C,2018-09-25,LUNCH,Escondidinho de frango,Pvt com mandioquinha,Pudim de coco,"Arroz, Arroz integral, Feijão, Legumes orientais (brócolis, cenoura, acelga), Minipão, Refresco, Salada de alface",910
PUSP-C,2018-09-26,LUNCH,Cubos de carne à pomodoro,Pvt à vinagrete,Banana,"Arroz, Arroz integral, Feijão, Minipão, Polenta cremosa, Refresco, Salada de rúcula",855
PUSP-C,2018-09-27,LUNCH,Lagarto com molho de vinho,Hambúrguer de pvt,Pudim de morango,"Arroz, Arroz integral, Feijão preto, Minipão, Ratatouille, Refresco, Salada de acelga",985
PUSP-C,2018-09-28,LUNCH,Coxa sobrecoxa de frango,Grão de bico com pvt,Mexerica,"Arroz, Arroz integral, Creme de couve - flor, Feijão, Minipão, Refresco, Salada de escarola",900
PUSP-C,2018-10-01,LUNCH,Bife de panela,Canelone de pvt,Melancia,"Abobrinha à napolitana, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de alface",845
PUSP-C,2018-10-02,LUNCH,Fricassê de frango,Fricassê de pvt,Gelatina,"Arroz, Arroz integral, Berinjela com molho vinagrete, Feijão, Minipão, Refresco, Salada de agrião",925
PUSP-C,2018-10-03,LUNCH,Cubos de carne com molho madeira,Pvt com escarola,Banana,"Arroz, Arroz integral, Feijão, Minipão, Nhoque com molho ao sugo, Refresco, Salada de rúcula",950
PUSP-C,2018-10-04,LUNCH,Filé de coxa com molho de ervilha,Grão-de-bico com legumes,Maçã,"Arroz, Arroz integral, Creme de brócolis, Feijão, Minipão, Refresco, Salada de acelga",925
PUSP-C,2018-10-05,LUNCH,Cupim assado com molho ferrugem,Pvt com ervilha,Laranja,"Arroz, Arroz integral, Batata-doce sauté, Feijão preto, Minipão, Refresco, Salada de alface",1110
PUSP-C,2018-10-08,LUNCH,Almôndegas com molho roti,Almôndegas de pvt,Laranja,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de escarola, Virado de chuchu",935
PUSP-C,2018-10-09,LUNCH,Filé de frango à pizzaiollo,Yakissoba de pvt,Pudim de chocolate,"Arroz, Arroz integral, Feijão preto, Minipão, Ratatouille, Refresco, Salada de rúcula",1075
PUSP-C,2018-10-10,LUNCH,Carne assada com molho de tomate,Pvt com alho-poró,Abacaxi,"Arroz, Arroz integral, Batata sauté, Feijão, Minipão, Refresco, Salada de alface",900
PUSP-C,2018-10-11,LUNCH,Copa lombo com molho ferrugem,Omelete de lentilha,Delícia de morango,"Arroz, Arroz integral, Feijão, Jardineira de legumes, Minipão, Refresco, Salada de agrião",1085
PUSP-C,2018-10-15,LUNCH,Bife de contrafilé com molho de maçã,Feijoada de legumes,Melancia,"Arroz, Arroz integral, Feijão, Minipão, Polenta com espinafre, Refresco, Salada de rúcula",1020
PUSP-C,2018-10-16,LUNCH,Isca de frango com molho de abacaxi,Grão-de-bico com molho de pvt,Gelatina de uva,"Arroz, Arroz integral, Creme de milho, Feijão, Minipão, Refresco, Salada de escarola",985
PUSP-C,2018-10-17,LUNCH,Copa lombo com molho roti,Talharim com molho de pvt,Mousse de coco,"Arroz, Arroz integral, Brócolis ao alho e óleo, Feijão, Minipão, Refresco, Salada de agrião",1090
PUSP-C,2018-10-18,LUNCH,Estrogonofe de carne,Estrogonofe de pvt,Laranja,"Arroz, Arroz integral, Batata com salsa, Feijão preto, Minipão, Refresco, Salada de alface",920
PUSP-C,2018-10-19,LUNCH,Filé de coxa com molho de ervilha,Lentilha com legumes,Maçã,"Arroz, Arroz integral, Couve-flor com salsa, Feijão, Minipão, Refresco, Salada de acelga",925
PUSP-C,2018-10-22,LUNCH,Hambúrguer com molho de vinho,Pvt com ameixa,Maçã,"Abóbora ao alho e óleo, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de alface",915
PUSP-C,2018-10-23,LUNCH,Filé de frango à moda oriental,Panqueca de pvt,Espumone de morango,"Arroz, Arroz integral, Chuchu com ervas finas, Feijão, Minipão, Refresco, Salada de escarola",905
PUSP-C,2018-10-24,LUNCH,Linguiça acebolada,Lentilha com ricota,Melancia,"Arroz, Arroz integral, Feijão preto, Mandioca sauté, Minipão, Refresco, Salada de acelga",1000
PUSP-C,2018-10-25,LUNCH,Carne picada com legumes,Pvt com vinagrete,Doce de leite,"Arroz, Arroz integral, Berinjela refogada, Feijão, Minipão, Refresco, Salada de agrião",830
PUSP-C,2018-10-26,LUNCH,Frango assado com molho de tomate,Pvt com vagem,Banana,"Arroz, Arroz integral, Cuscuz de legumes, Feijão, Minipão, Refresco, Salada de rúcula",1045
PUSP-C,2018-10-29,LUNCH,Isca de carne à primavera,Pvt à pizzaiollo,Goiabinha,"Abobrinha ao alho e óleo, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de repolho",950
PUSP-C,2018-10-30,LUNCH,Filé de frango com molho mostarda,Omelete de pvt,Doce de banana,"Arroz, Arroz integral, Batata-palha, Feijão, Minipão, Refresco, Salada de alface",955
PUSP-C,2018-10-31,LUNCH,Bife de contrafilé com molho barbecue,Lasanha de berinjela com pvt,Banana,"Arroz, Arroz integral, Cenoura com salsa, Feijão preto, Minipão, Refresco, Salada de escarola",1080
PUSP-C,2018-11-01,LUNCH,Frango com molho de laranja,Escondidinho de pvt,Flan de baunilha com calda de caramelo,"Acelga refogada, Arroz, Arroz integral, Feijão preto, Minipão, Refresco, Salada de tomate",1000
PUSP-C,2018-11-05,LUNCH,Bife de panela,Lentilha com ricota,Maçã,"Arroz, Arroz integral, Creme de espinafre, Feijão, Minipão, Refresco, Salada de alface",905
PUSP-C,2018-11-06,LUNCH,Estrogonofe de frango,Estrogonofe de pvt,Mousse de chocolate,"Arroz, Arroz integral, Batata sauté, Feijão, Minipão, Refresco, Salada de agrião",995
PUSP-C,2018-11-07,LUNCH,Cubos de carne com molho madeira,Pvt com ervilha,Melancia,"Arroz, Arroz integral, Cenoura à primavera, Feijão, Minipão, Refresco, Salada de rúcula",910
PUSP-C,2018-11-08,LUNCH,Filé de coxa com molho de ervilha,Grão-de-bico com legumes,Banana,"Arroz, Arroz integral, Brócolis acebolado, Feijão, Minipão, Refresco, Salada de acelga",855
PUSP-C,2018-11-09,LUNCH,Bife acebolado,Pvt à vinagrete,Gelatina,"Arroz, Arroz integral, Escarola refogada, Feijão preto, Minipão, Refresco, Salada de pepino e tomate",965
PUSP-C,2018-11-12,LUNCH,Filé de frango com molho mostarda,Almôndegas de pvt,Laranja,"Arroz, Arroz integral, Feijão, Macarrão com tomate e manjericão, Minipão, Refresco, Salada de escarola",900
PUSP-C,2018-11-13,LUNCH,Contrafilé com molho vinagrete,Yakissoba de pvt,Sagu,"Arroz, Arroz integral, Feijão preto, Minipão, Ratatouille, Refresco, Salada de rúcula",1075
PUSP-C,2018-11-14,LUNCH,Carne moída com pimentões,Kafta de pvt,Maçã,"Arroz, Arroz integral, Batata-doce sauté, Feijão, Minipão, Refresco, Salada de alface",875
PUSP-C,2018-11-21,LUNCH,Hambúrguer acebolado,Grão-de-bico com pvt,Laranja,"Arroz, Arroz integral, Feijão, Minipão, Polenta com escarola, Refresco, Salada de agrião",950
PUSP-C,2018-11-22,LUNCH,Isca de carne com molho ferrugem,Abobrinha com pvt,Gelatina,"Arroz, Arroz integral, Cenoura e chuchu, Feijão preto, Minipão, Refresco, Salada de alface",1020
PUSP-C,2018-11-23,LUNCH,Coxa de frango,Omelete de lentilha,Maçã,"Arroz, Arroz integral, Escarola refogada, Feijão, Minipão, Refresco, Salada de tomate",810
PUSP-C,2018-11-26,LUNCH,Copa lombo com molho de vinho,Legumes com feijão branco,Laranja,"Abóbora ao alho e óleo, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de alface",1025
PUSP-C,2018-11-27,LUNCH,Filé de frango à moda oriental,Pvt com vinagrete,Espumone de morango,"Arroz, Arroz integral, Chuchu com ervas finas, Feijão, Minipão, Refresco, Salada de escarola",905
PUSP-C,2018-11-28,LUNCH,Almôndegas com molho ferrugem,Lentilha com legumes,Melancia,"Arroz, Arroz integral, Feijão preto, Mandioca sauté, Minipão, Refresco, Salada de acelga",970
PUSP-C,2018-11-29,LUNCH,Carne picada com legumes,Panqueca de pvt,Doce de leite,"Arroz, Arroz integral, Berinjela refogada, Feijão, Minipão, Refresco, Salada de agrião",820
PUSP-C,2018-11-30,LUNCH,Frango assado com molho de tomate,Pvt com vagem,Banana,"Arroz, Arroz integral, Cuscuz de legumes (batata, cenoura e vagem), Feijão, Minipão, Refresco, Salada de rúcula",990
PUSP-C,2018-12-03,LUNCH,Isca de carne com molho ferrugem,Pvt com cogumelo,Melão,"Abobrinha ao alho e óleo, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de repolho",950
PUSP-C,2018-12-04,LUNCH,Estrogonofe de frango,Omelete de pvt,Mousse de chocolate,"Arroz, Arroz integral, Batata-palha, Feijão, Minipão, Refresco, Salada de agrião",960
PUSP-C,2018-12-05,LUNCH,Bife com molho barbecue,Pvt à vinagrete,Banana,"Acelga refogada, Arroz, Arroz integral, Feijão preto, Minipão, Refresco, Salada de tomate",1130
PUSP-C,2018-12-06,LUNCH,Lombo com molho de abacaxi,Pvt à pizzaiollo,Manjar com calda de ameixa,"Arroz, Arroz integral, Feijão, Minipão, Nhoque com molho ao sugo, Refresco, Salada de alface com tomate cereja",1035
PUSP-C,2018-12-07,LUNCH,Cupim com molho roti,Pvt com ervilha,Melancia,"Arroz, Arroz integral, Cenoura sauté, Feijão, Minipão, Refresco, Salada de rúcula",1110
PUSP-C,2018-12-10,LUNCH,Isca de frango com molho vinagrete,Pvt com molho vinagrete,Goiabinha,"Arroz, Arroz integral, Feijão, Minipão, Ratatouille, Refresco, Salada de acelga",855
PUSP-C,2018-12-11,LUNCH,Hambúrguer acebolado,Lentilha com ricota,Maçã,"Arroz, Arroz integral, Brócolis e couve-flor ao alho, Feijão, Minipão, Refresco, Salada de escarola",970
PUSP-C,2018-12-12,LUNCH,Copa lombo com molho cítrico,Escondidinho de pvt,Laranja,"Arroz, Arroz integral, Batata doce com alecrim, Feijão, Minipão, Refresco, Salada de alface",1140
PUSP-C,2018-12-13,LUNCH,Cubos de carne à primavera,Pvt com ameixa,Melão,"Abóbora ao alho, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de agrião",845
PUSP-C,2018-12-14,LUNCH,Frango assado com molho de mostarda,Pvt com espinafre,Pudim de morango com calda de chocolate,"Arroz, Arroz integral, Berinjela com molho de tomate, Feijão preto, Minipão, Refresco, Salada mix de folhas",1055
PUSP-C,2019-04-22,LUNCH,Hambúrguer com molho roti,Pvt à brasileira,Mexerica,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de escarola, Virado de milho",840
PUSP-C,2019-04-23,LUNCH,Contrafilé com molho vinagrete,Pvt à madalena,Gelatina de limão,"Acelga refogada, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de tomate e pepino",1024
PUSP-C,2019-04-24,LUNCH,Cubos de frango à brasileira,Pvt com moyashi,Mexerica,"Arroz, Arroz integral, Feijão preto, Mandioca corada, Minipão, Refresco, Salada de alface",950
PUSP-C,2019-04-25,LUNCH,Lagarto com molho mostarda,Omelete de legumes com queijo,Mousse de maracujá,"Arroz, Arroz integral, Chuchu com salsa, Feijão, Minipão, Refresco, Salada de agrião",935
PUSP-C,2019-04-26,LUNCH,Frango assado,Lasanha de pvt,Melancia,"Arroz, Arroz integral, Berinjela refogada, Feijão preto, Minipão, Refresco, Salada mix de folhas",810
PUSP-C,2019-09-16,LUNCH,Cubos de frango à brasileira,Pvt à brasileira,Laranja,"Arroz, Arroz integral, Creme de milho, Feijão, Minipão, Refresco, Salada de agrião",895
PUSP-C,2019-09-17,LUNCH,Estrogonofe de carne,Estrogonofe de pvt,Maçã,"Arroz, Arroz integral, Batata corada, Feijão preto, Minipão, Refresco, Salada de escarola",895
PUSP-C,2019-09-18,LUNCH,Bife de contrafilé com molho vinagrete,Multigrãos com molho vinagrete,Melão,"Abóbora gratinada, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de repolho",885
PUSP-C,2019-09-19,LUNCH,Copa lombo com molho cítrico,Pvt com beterraba,Melancia,"Arroz, Arroz integral, Creme de brócolis, Feijão preto, Minipão, Refresco, Salada de rúcula",1065
PUSP-C,2019-09-20,LUNCH,Carne moída com molho roti,Lentilha com ricota,Pudim chinês,"Arroz, Arroz integral, Feijão, Macarrão com molho ao sugo, Minipão, Refresco, Salada de alface",935
PUSP-C,2020-02-11,LUNCH,Almôndegas com molho ferrugem,Pvt com alho poró,Laranja,"Abóbrinha ao alho, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de repolho",885
PUSP-C,2020-02-12,LUNCH,Filé de frango com molho mostarda,Grão de bico com milho e ervilha,Banana,"Arroz, Arroz integral, Cenoura sauté, Feijão, Minipão, Refresco, Salada de alface",865
PUSP-C,2020-02-13,LUNCH,Bife de panela,Omelete de legumes,Maçã,"Abóbora com alecrim, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de acelga",900
PUSP-C,2020-02-14,LUNCH,Copa lombo com molho de cítrico,Lentilha à vinagrete,Melancia,"Arroz, Arroz integral, Berinjela refogado, Feijão preto, Minipão, Refresco, Salada mix de folhas",1025
Física,2018-08-01,DINNER,Frango com molho de laranja,Pvt à primavera,Banana,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de almeirão, Virado de milho",1035
Física,2018-08-01,LUNCH,Carne em tiras à chinesa,Pvt à chinesa,Pão de mel,"Arroz, Arroz integral, Chuchu no vapor, Feijão, Minipão, Refresco, Salada de alface",960
Física,2018-08-02,DINNER,Linguiça acebolada,Pvt com mandioca,Laranja,"Arroz, Arroz integral, Couve à provençal, Feijão preto, Minipão, Refresco, Salada de beterraba",960
Física,2018-08-02,LUNCH,Frango assado,Pvt com cogumelos,Maçã,"Arroz, Arroz integral, Feijão preto, Minipão, Polenta, Refresco, Salada de acelga",1000
Física,2018-08-03,LUNCH,Carne em cubos com molho de mostarda,Pvt com milho,Banana,"Abóbora refogada, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de escarola",945
Física,2018-08-03,DINNER,Carne assada,Pvt com brócolis,Maçã,"Arroz, Arroz integral, Batata-doce corada, Feijão, Minipão, Refresco, Salada de alface",860
Física,2018-08-06,DINNER,Empanado de frango,Pvt com espinafre,Maçã,"Arroz, Arroz integral, Feijão preto, Minipão, Purê misto, Refresco, Salada de almeirão",880
Física,2018-08-06,LUNCH,Lombo com molho de limão,Pvt com batata-doce,Laranja,"Arroz, Arroz integral, Chucrute, Feijão preto, Minipão, Refresco, Salada de beterraba",865
Física,2018-08-07,DINNER,Cupim assado com molho roti,Pvt com cogumelos,Laranja,"Arroz, Arroz integral, Batata-doce sauté, Feijão, Minipão, Refresco, Salada de acelga",1090
Física,2018-08-07,LUNCH,Frango assado,Pvt com brócolis,Pão de mel,"Arroz, Arroz integral, Caponata de berinjela, Feijão, Minipão, Refresco, Salada de alface",1020
Física,2018-08-08,DINNER,Frango à passarinho,Pvt com moyashi,Goiabada,"Arroz, Arroz integral, Chuchu com salsa, Feijão, Minipão, Refresco, Salada de repolho",1000
Física,2018-08-08,LUNCH,Bife de contrafilé acebolado,Pvt com vagem,Maçã,"Arroz, Arroz integral, Feijão, Macarrão ao sugo, Minipão, Refresco, Salada de escarola",980
Física,2018-08-09,LUNCH,Iscas de frango com molho à cigana,Pvt à cigana,Doce de leite,"Abobrinha refogada, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de acelga",940
Física,2018-08-09,DINNER,Linguiça com molho vinagrete,Pvt com tomate-cereja,Mexerica,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de escarola, Virado de couve",1020
Física,2018-08-10,DINNER,Iscas de frango com molho aurora,Pvt à primavera,Maçã,"Arroz, Arroz integral, Feijão, Mandioca sauté, Minipão, Refresco, Salada de acelga",875
Física,2018-08-10,LUNCH,Filé de tilápia dourado,Pvt com batata,Banana,"Arroz, Arroz integral, Cenoura com alho-poró, Feijão, Minipão, Refresco, Salada de almeirão",765
Física,2018-08-13,DINNER,Filé de frango grelhado,Pvt com mandioca,Maçã,"Abobrinha refogada, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de acelga",760
Física,2018-08-13,LUNCH,Bife de caçarola,Pvt com espinafre,Goiabada,"Arroz, Arroz integral, Feijão, Mandioca sauté, Minipão, Refresco, Salada de escarola",995
Física,2018-08-14,DINNER,Ovos mexidos,Pvt com brócolis,Doce de leite,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de rúcula, Vagem com batata",880
Física,2018-08-14,LUNCH,Filé de frango assado,Fricassê de pvt,Laranja,"Arroz, Arroz integral, Chuchu no vapor, Feijão, Minipão, Refresco, Salada de alface",760
Física,2018-08-15,DINNER,Carne assada com molho de cogumelo,Pvt com cogumelos,Banana,"Arroz, Arroz integral, Batata-doce corada, Feijão, Minipão, Refresco, Salada de escarola",1110
Física,2018-08-15,LUNCH,Filé de peixe à baiana,Pvt com batata,Barra de cereais,"Arroz, Arroz integral, Cenoura com ervilhas, Feijão, Minipão, Refresco, Salada de almeirão",955
Física,2018-08-16,DINNER,Filé de peixe com molho de mostarda,Pvt com tomate-cereja,Pão de mel,"Arroz, Arroz integral, Escarola refogada, Feijão, Minipão, Refresco, Salada de alface",600
Física,2018-08-16,LUNCH,Frango ao forno,Pvt com vagem,Maçã,"Arroz, Arroz integral, Creme de milho, Feijão, Minipão, Refresco, Salada de repolho",1040
Física,2018-08-17,LUNCH,Quibe,Pvt à primavera,Melão,"Arroz, Arroz integral, Berinjela à italiana, Feijão preto, Minipão, Refresco, Salada de agrião",870
Física,2018-08-17,DINNER,Filé de frango à caipira,Pvt à caipira,Laranja,"Arroz, Arroz integral, Feijão preto, Macarrão ao alho e óleo, Minipão, Refresco, Salada de almeirão",1100
Física,2018-08-20,DINNER,Rolê de frango,Pvt com batata,Pão de mel,"Arroz, Arroz integral, Chuchu refogado, Feijão, Minipão, Refresco, Salada de escarola",830
Física,2018-08-20,LUNCH,Linguiça acebolada,Pvt com cogumelos,Mexerica,"Arroz, Arroz integral, Farofa, Feijão, Minipão, Refresco, Salada de repolho",1020
Física,2018-08-21,LUNCH,Frango em tiras com molho de ervilhas,Pvt com ervilhas,Banana,"Arroz, Arroz integral, Batata-doce sauté, Feijão preto, Minipão, Refresco, Salada de almeirão",790
Física,2018-08-21,DINNER,Filé de peixe com molho mostarda,Pvt havaiano,Laranja,"Arroz, Arroz integral, Cenoura refogada, Feijão preto, Minipão, Refresco, Salada de beterraba",865
Física,2018-08-22,LUNCH,Carne em tiras com cogumelos,Estrogonofe de legumes,Maçã,"Arroz, Arroz integral, Batata-palha, Feijão, Minipão, Refresco, Salada de alface",900
Física,2018-08-22,DINNER,Frango em tiras,Pvt com milho verde,Mexerica,"Arroz, Arroz integral, Berinjela à italiana, Feijão, Minipão, Refresco, Salada de acelga",790
Física,2018-08-23,LUNCH,Frango assado,Pvt com espinafre,Goiabada,"Arroz, Arroz integral, Caponata de abobrinha, Feijão, Minipão, Refresco, Salada de escarola",1000
Física,2018-08-23,DINNER,Ovos mexidos,Pvt com vagem,Maçã,"Arroz, Arroz integral, Batata sauté, Feijão, Minipão, Refresco, Salada de alface",835
Física,2018-08-24,DINNER,Almôndegas com molho de tomate,Pvt com moyashi,Banana,"Arroz, Arroz integral, Feijão, Macarrão ao alho e óleo, Minipão, Refresco, Salada de almeirão",985
Física,2018-08-24,LUNCH,Filé de peixe assado,Pvt com tomate-cereja,Laranja,"Arroz, Arroz integral, Feijão, Mandioca sauté, Minipão, Refresco, Salada de acelga",820
Física,2018-08-27,LUNCH,Lombo com molho ferrugem,Pvt com cenoura,Laranja,"Arroz, Arroz integral, Couve à provençal, Feijão preto, Minipão, Refresco, Salada de beterraba",900
Física,2018-08-27,DINNER,Ovos mexidos,Pvt com ervilhas,Goiabada,"Arroz, Arroz integral, Batata corada, Feijão preto, Minipão, Refresco, Salada de escarola",960
Física,2018-08-28,LUNCH,Filé de peixe à pomodoro,Moussaka de pvt,Maçã,"Arroz, Arroz integral, Feijão, Minipão, Pirão, Refresco, Salada de alface",605
Física,2018-08-28,DINNER,Frango em tiras à caipira,Pvt à caipira,Mexerica,"Abobrinha refogada, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de acelga",840
Física,2018-08-29,LUNCH,Frango ao forno,Pvt com vagem,Doce de leite,"Abóbora à italiana, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de almeirão",1015
Física,2018-08-29,DINNER,Carne assada,Pvt com moyashi,Maçã,"Arroz, Arroz integral, Feijão, Macarrão ao alho e óleo, Minipão, Refresco, Salada de rúcula",1090
Física,2018-08-30,LUNCH,Carne em cubos com molho de mostarda,Pvt à primavera,Banana,"Arroz, Arroz integral, Batata-doce sauté, Feijão, Minipão, Refresco, Salada de acelga",760
Física,2018-08-30,DINNER,Frango assado,Pvt com cogumelos,Barra de cereais,"Arroz, Arroz integral, Caponata de berinjela, Feijão, Minipão, Refresco, Salada de alface",985
Física,2018-08-31,LUNCH,Frango em tiras com molho rosé,Pvt com brócolis,Pão de mel,"Arroz, Arroz integral, Chuchu com salsa, Feijão, Minipão, Refresco, Salada de escarola",635
Física,2018-08-31,DINNER,Linguiça com molho vinagrete,Pvt com vinagrete,Laranja,"Arroz, Arroz integral, Farofa, Feijão, Minipão, Refresco, Salada de almeirão",995
Física,2018-09-03,LUNCH,Linguiça acebolada,Pvt com vagem,Laranja,"Arroz, Arroz integral, Feijão preto, Minipão, Refresco, Salada de escarola, Virado de milho",985
Física,2018-09-03,DINNER,Bife de caçarola,Pvt com tomate-cereja,Goiabada,"Arroz, Arroz integral, Chuchu com salsa, Feijão preto, Minipão, Refresco, Salada de acelga",915
Física,2018-09-04,DINNER,Escondidinho de frango,Escondidinho de de pvt,Mexerica,"Arroz, Arroz integral, Escarola à provençal, Feijão, Minipão, Refresco, Salada de tomate",870
Física,2018-09-04,LUNCH,Carne em tiras com cogumelos,Ovos mexidos,Barra de cereais,"Abobrinha refogada, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de alface",840
Física,2018-09-05,LUNCH,Filé de tilápia com molho de limão,Pvt com brócolis,Maçã,"Arroz, Arroz integral, Batata corada, Feijão, Minipão, Refresco, Salada de almeirão",815
Física,2018-09-05,DINNER,Cupim assado com molho roti,Torta de pvt,Laranja,"Arroz, Arroz integral, Farofa de banana, Feijão, Minipão, Refresco, Salada de alface",1025
Física,2018-09-06,LUNCH,Frango em tiras com molho shoyu,Pvt com moyashi,Gelatina,"Arroz, Arroz integral, Feijão, Macarrão ao alho e óleo, Minipão, Refresco, Salada de acelga",1065
Física,2018-09-06,DINNER,Ovos à pomodoro,Pvt com batata,Banana,"Arroz, Arroz integral, Cenoura com vagem, Feijão, Minipão, Refresco, Salada de escarola",790
Física,2018-09-10,LUNCH,Bife de caçarola,Pvt com cogumelos,Maçã,"Arroz, Arroz integral, Batata-doce sauté, Feijão, Minipão, Refresco, Salada de acelga",1010
Física,2018-09-10,DINNER,Ovos mexidos,Pvt com ervilhas,Goiabada,"Arroz, Arroz integral, Feijão, Legumes mistos, Minipão, Refresco, Salada de almeirão",840
Física,2018-09-11,DINNER,Cupim assado com molho roti,Pvt com espinafre,Banana,"Abobrinha com tomate, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de escarola",965
Física,2018-09-11,LUNCH,Frango em tiras à caipira,Pvt à caipira,Doce de leite,"Arroz, Arroz integral, Chuchu com salsa, Feijão, Minipão, Refresco, Salada de agrião",970
Física,2018-09-12,LUNCH,Estrogonofe de carne,Estrogonofe de legumes,Mexerica,"Arroz, Arroz integral, Batata-palha, Feijão, Minipão, Refresco, Salada de alface",865
Física,2018-09-12,DINNER,Frango à passarinho,Pvt com tomate-cereja,Maçã,"Arroz, Arroz integral, Caponata de berinjela, Feijão, Minipão, Refresco, Salada de acelga",960
Física,2018-09-13,LUNCH,Filé de tilápia com molho à baiana,Pvt com brócolis,Banana,"Arroz, Arroz integral, Cenoura refogada, Feijão, Minipão, Refresco, Salada de escarola",915
Física,2018-09-13,DINNER,Carne assada,Pvt com moyashi,Mexerica,"Arroz, Arroz integral, Feijão, Macarrão ao alho e óleo, Minipão, Refresco, Salada de repolho",1100
Física,2018-09-14,LUNCH,Lombo com molho de abacaxi,Pvt à havaiana,Laranja,"Arroz, Arroz integral, Couve à provençal, Feijão preto, Minipão, Refresco, Salada de beterraba",890
Física,2018-09-14,DINNER,Quibe,Pvt com pimentões,Barra de cereais,"Arroz, Arroz integral, Feijão preto, Minipão, Refresco, Salada de alface, Vagem com batata",925
Física,2018-09-17,DINNER,Frango em tiras com molho de ervilhas,Pvt com ervilhas,Bananada,"Arroz, Arroz integral, Chuchu crocante, Feijão, Minipão, Refresco, Salada de escarola",830
Física,2018-09-17,LUNCH,Carne moída com azeitonas,Pvt à fantasia,Maçã,"Arroz, Arroz integral, Feijão, Macarrão com alho-poró, Minipão, Refresco, Salada de acelga",950
