restaurant_name,date,meal,main_item,vegetarian_item,dessert_item,mundane_items,calories
Piracicaba,2018-07-16,LUNCH,Frango assado,Ovo frito,Mexerica,"Alface, Arroz, Arroz integral, Beterraba ralada, Feijão, Guarnição: macarrão com brócolis, Pepino em rodelas, Suco de guaraná",884
Piracicaba,2018-07-16,DINNER,Carne moída ao sugo,Ovo cozido ao sugo,Mexerica,"Alface, Arroz, Arroz integral, Cenoura, Couve, Feijão, Guarnição: purê de batatas, Suco de guaraná",714
Piracicaba,2018-07-17,DINNER,Lombo suíno fatiado,Ovo frito,Gelatina de limão,"Alface, Arroz, Arroz integral, Feijão, Guarnição: tutu de feijão, Pepino, Suco de abacaxi, Vinagrete",854
Piracicaba,2018-07-17,LUNCH,Carne louca,Ovo cozido,Gelatina de limão,"Alface, Arroz, Arroz integral, Feijão, Guarnição: abobrinha de forno, Rabanete, Suco de abacaxi, Tomate",602
Piracicaba,2018-07-18,LUNCH,Frango à milanesa,Omelete de chapa,Mamão,"Alface, Arroz, Arroz integral, Feijão, Guarnição:  chuchu ao molho branco, Quiabo, Suco de caju, Tomate",583
Piracicaba,2018-07-18,DINNER,Bife de panela,Omelete de chapa,Mamão,"Alface, Arroz, Arroz integral, Chuchu, Feijão, Guarnição: farofa de cenoura com uvas passas, Rabanete com cenoura, Suco de caju",589
Piracicaba,2018-07-19,DINNER,Peixe à milanesa,Ovo frito,Canjica,"Alface, Arroz, Arroz integral, Feijão, Guarnição: quibebe, Repolho roxo, Suco de laranja, Tabule",781
Piracicaba,2018-07-19,LUNCH,Quibe assado,Abobrinha ao sugo,Canjica,"Alface, Arroz, Arroz integral, Berinjela, Feijão, Guarnição: arroz árabe, Salada de grãos, Suco de laranja",998
Piracicaba,2018-07-20,LUNCH,Fricassê de frango,Ovo frito,Maça,"Alface, Arroz, Arroz integral, Cebolete, Feijão, Guarnição:  cenoura com vagem, Suco de manga, Tomate em cubos",673
Piracicaba,2018-07-20,DINNER,Almôndegas de carne ao sugo,Ovo cozido,Maça,"Alface, Arroz, Arroz integral, Cenoura cozida, Feijão, Guarnição:  macarrão alho e óleo, Suco de manga, Tomate",0
Piracicaba,2018-07-21,LUNCH,Feijoada,Feijoada vegetariana,Laranja,"Alface, Arroz, Arroz integral, Feijão, Guarnição: couve refogada, Pepino, Suco de limão, Vinagrete",726
Piracicaba,2018-07-23,DINNER,Filé de frango grelhado,Omelete de chapa,Suco de morango,"Alface, Arroz, Arroz integral, Beterraba ralada, Feijão, Guarnição: creme de espinafre, Laranja, Pepino com gergelim",554
Piracicaba,2018-07-23,LUNCH,Calabresa ao molho sugo,Ovo frito,Suco de morango,"Alface, Arroz, Arroz integral, Cenoura em rodelas, Feijão, Guarnição: macarrão ao alho e óleo, Laranja, Tomate",883
Piracicaba,2018-07-24,LUNCH,Frango crocante,Berinjela ao sugo,Suco de maracujá,"Alface, Arroz, Arroz integral, Beterraba ralada, Feijão, Guarnição: polenta, Maçã, Quiabo",775
Piracicaba,2018-07-24,DINNER,Carne louca,Almôndegas de soja,Suco de maracujá,"Alface, Arroz, Arroz integral, Feijão, Guarnição: batata bolinha assada, Maionese de cenoura, Maçã, Tomate",636
Piracicaba,2018-07-25,DINNER,Steak à pizzaiolo,Ovo frito,Suco de laranja,"Alface, Arroz, Arroz integral, Feijão, Gelatina, Guarnição: jardineira de legumes, Salada de grãos, Tomate",891
Piracicaba,2018-07-25,LUNCH,Isca de carne à moda chinesa,Omelete de chapa,Suco de laranja,"Alface, Arroz, Arroz integral, Feijão, Gelatina, Guarnição: repolho refogado, Pepino, Vinagrete",671
Piracicaba,2018-07-26,LUNCH,Peixe à milanesa,Ovo cozido,Suco de caju,"Alface, Arroz, Arroz integral, Banana, Feijão, Guarnição: purê de batatas, Salada oriental, Tomate",673
Piracicaba,2018-07-26,DINNER,Strogonoff de carne,Escondidinho de espinafre,Suco de caju,"Alface, Arroz, Arroz integral, Banana, Beterraba cozida, Feijão, Guarnição: batata palha, Repolho",798
Piracicaba,2018-07-27,DINNER,Bife de panela,Omelete assado,Suco de abacaxi,"Acelga, Alface, Arroz, Arroz integral, Doce de leite caseiro, Feijão, Guarnição: chuchu refogado, Tomate com pepino",517
Piracicaba,2018-07-27,LUNCH,Strogonoff de carne,Escondidinho de espinafre,Suco de caju,"Alface, Arroz, Arroz integral, Banana, Beterraba cozida, Feijão, Guarnição: batata palha, Repolho",727
Piracicaba,2018-07-28,LUNCH,Filé de frango grelhado,Escondidinho de brócolis,Suco de acerola,"Alface, Arroz, Arroz integral, Chuchu, Feijão, Guarnição: creme de milho, Mamão, Salada de rabanete",594
Piracicaba,2018-07-30,DINNER,Fricassê de frango,Ovo cozido,Suco de guaraná,"Acelga, Arroz, Arroz integral, Feijão, Guarnição: cenoura com vagem, Laranja, Pepino, Soja ao vinagrete",632
Piracicaba,2018-07-30,LUNCH,Carne de panela,Ovo frito,Suco de guaraná,"Alface, Arroz, Arroz integral, Cenoura em rodelas, Feijão, Guarnição: farofa de ovos, Laranja, Tomate",684
Piracicaba,2018-07-31,LUNCH,Frango crocante,Escondidinho de escarola,Suco de acerola,"Alface, Arroz, Arroz integral, Banana, Beterraba ralada, Cebolete, Feijão, Guarnição: creme de espinafre",814
Piracicaba,2018-07-31,DINNER,Lombo suíno fatiado,Ratatouille de feijão branco,Suco de acerola,"Alface, Arroz, Arroz integral, Banana, Couve, Feijão, Guarnição: batata doce caramelizada, Tomate",820
Piracicaba,2018-08-01,DINNER,Steak de frango à pizzaiolo,Hamburguer de lentilha,Suco de laranja,"Alface, Arroz, Arroz integral, Beterraba ralada, Feijão, Gelatina, Guarnição: abobrinha com queijo, Maionese de batata",891
Piracicaba,2018-08-01,LUNCH,Strogonoff de carne,Omelete de chapa,Suco de laranja,"Alface, Arroz, Arroz integral, Cenoura ralada, Feijão, Gelatina, Guarnição: batata palha, Rabanete agridoce",671
Piracicaba,2018-08-02,LUNCH,Filé de frango grelhado,Strogonoff de grão de bico,Suco de caju,"Alface, Arroz, Arroz integral, Beterraba cozida, Feijão, Guarnição: arroz com brócolis, Melancia, Vinagrete",673
Piracicaba,2018-08-02,DINNER,Carne moída com tomate,Legumes gratinados,Suco de caju,"Alface, Arroz, Arroz integral, Chuchu, Feijão, Guarnição: macarrão ao alho e óleo, Melancia, Repolho roxo",798
Piracicaba,2018-08-03,DINNER,Frango assado,Omelete de forno,Suco de abacaxi,"Alface, Arroz, Arroz integral, Doce de leite caseiro, Feijão, Guarnição: cuscuz de legumes, Pepino, Salada colorida",517
Piracicaba,2018-08-03,LUNCH,Pernil em cubos,Lasanha de berinjela,Suco de abacaxi,"Alface, Arroz, Arroz integral, Doce de leite, Feijão, Guarnição: couve refogada, Salada de grãos, Tomate",727
Piracicaba,2018-08-04,LUNCH,Ragu de carne,Ovo frito,Suco de acerola,"Alface, Arroz, Arroz integral, Beterraba ralada, Chuchu, Feijão, Guarnição: purê de batatas, Maçã",594
Piracicaba,2018-09-10,LUNCH,Strogonoff de carne,Omelete de chapa,Laranja,"Acompanhamentos: arroz, Arroz integral, Cenoura ralada, Feijão, Guarnição: batata palha, Lentilha com amendoim, Saladas: repolho, Sobremesa: picolé",956
Piracicaba,2018-09-10,DINNER,Filé de frango grelhado,Lasanha de berinjela,Laranja,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: arroz com brócolis, Rabanete, Salada de abobrinha, Saladas: alface, Sobremesa: picolé",771
Piracicaba,2018-09-11,DINNER,Carne assada,Escondidinho de espinafre,Abacaxi,"Acompanhamentos: arroz, Arroz integral, Cenoura cozida, Feijão, Guarnição: escarola refogada, Saladas: alface, Sobremesa: banana, Tabule",795
Piracicaba,2018-09-11,LUNCH,Pernil suíno acebolado,Ovo mexido,Abacaxi,"Acompanhamentos: arroz, Arroz integral, Beterraba ralada, Feijão, Guarnição: farofa de couve, Salada de batata doce, Saladas: alface, Sobremesa: banana",675
Piracicaba,2018-09-12,DINNER,Rocambole de frango,Ovo frito,Limão,"Acompanhamentos: arroz, Antepasto de berinjela, Arroz integral, Feijão, Guarnição: creme de milho, Pepino com gergelim, Saladas: alface, Sobremesa: curau de milho",887
Piracicaba,2018-09-12,LUNCH,Ragu de carne,Lentilha ao molho sugo,Limão,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: macarrão ao alho e óleo, Salada de chuchu, Salada tropical, Saladas: alface, Sobremesa: curau de milho",985
Piracicaba,2018-09-13,DINNER,Bife acebolado,Feijoada vegetariana,Goiaba,"Acompanhamentos: arroz, Arroz integral, Beterraba ralada, Feijão, Guarnição: couve refogada, Salada de batata com ovo, Saladas: alface, Sobremesa: laranja",899
Piracicaba,2018-09-13,LUNCH,Frango à moda caipira,Ovo cozido,Goiaba,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: polenta, Salada de grãos, Saladas: alface, Sobremesa: laranja, Tomate",975
Piracicaba,2018-09-14,LUNCH,Quibe assado,Curry de ervilhas,Maracujá,"Abobrinha com hortelã, Acompanhamentos: arroz, Arroz integral, Cenoura rodelas, Feijão, Guarnição: arroz árabe, Saladas:alface, Sobremesa: melancia",989
Piracicaba,2018-09-14,DINNER,Frango assado,Bolinho de abobrinha,Maracujá,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: cuscuz de legumes, Salada de feijão branco, Saladas: alface, Sobremesa: melancia, Tomate",992
Piracicaba,2018-09-15,LUNCH,Isca de carne à moda chinesa,Almôndegas de soja,Caju,"Acompanhamentos: arroz, Arroz integral, Beterraba cozida, Feijão, Guarnição: repolho refogado, Salada oriental, Saladas: alface, Sobremesa: maçã",723
Piracicaba,2018-09-17,LUNCH,Frango à milanesa,Ovo mexido,Limão,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: creme de espinafre, Pepino, Saladas: alface, Sobremesa:  maça, Soja ao vinagrete",953
Piracicaba,2018-09-17,DINNER,Bife acebolado,Hambúrguer de soja,Limão,"Acompanhamentos: arroz, Arroz integral, Cenoura, Feijão, Guarnição: escarola refogada, Salada batata bolinha, Saladas: alface, Sobremesa:  maça",932
Piracicaba,2018-09-18,DINNER,Frango crocante,Fricassê de repolho,Abacaxi,"Acompanhamentos: arroz, Arroz integral, Couve, Feijão, Guarnição: berinjela refogada, Macarronese, Saladas: alface, Sobremesa: banana",940
Piracicaba,2018-09-18,LUNCH,Carne assada,Ovo cozido,Abacaxi,"Acompanhamentos: arroz, Arroz integral, Carpaccio de abobrinha, Feijão, Guarnição: farofa de frutas, Saladas: alface, Sobremesa: banana, Tomate",995
Piracicaba,2018-09-19,DINNER,Quibe assado,Ovo frito,Laranja,"Acompanhamentos: arroz, Arroz integral, Feijão, Grão de bico, Guarnição: arroz árabe, Rabanete, Saladas: alface, Sobremesa: paçoca",824
Piracicaba,2018-09-19,LUNCH,Filé de frango grelhado,Rocambole de lentilha,Laranja,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: cuscuz de legumes, Repolho misto, Salada de chuchu, Saladas: alface, Sobremesa: paçoca",981
Piracicaba,2018-09-20,DINNER,Peixe à milanesa,Strogonoff legumes,Goiaba,"Acompanhamentos: arroz, Arroz integral, Beterraba cozida, Feijão, Guarnição: purê de batata, Maionese de pepino, Saladas: alface, Sobremesa: melancia",949
Piracicaba,2018-09-20,LUNCH,Carne moída,Bolinho de abobrinha,Goiaba,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: cenoura refogada, Salada de vagem, Saladas: alface, Sobremesa: melancia, Tabule",910
Piracicaba,2018-09-21,DINNER,Pernil assado,Escondidinho de abobrinha,Sagu de abacaxi,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: farofa de cenoura com uvas passas, Pepino, Salada de feijão branco, Saladas: alface",895
Piracicaba,2018-09-21,LUNCH,Strogonoff de frango,Omelete assado,Sagu de abacaxi,"Acompanhamentos: arroz, Arroz integral, Berinjela com gergelim, Beterraba ralada, Feijão, Guarnição: batata palha, Saladas: alface",974
Piracicaba,2018-09-22,LUNCH,Carne de panela,Ovo frito,Laranja,"Acompanhamentos: arroz, Arroz integral, Cenoura, Feijão, Guarnição: chuchu colorido, Salada de grãos, Saladas: alface",849
Piracicaba,2018-09-24,LUNCH,Bife acebolado,Ovo frito,Laranja,"Acompanhamentos: arroz, Arroz integral, Cenoura cozida, Feijão, Guarnição: virado de ovos, Pepino, Saladas: alface",1316
Piracicaba,2018-09-24,DINNER,Bobó de frango,Berinjela à milanesa (contém glúten),Laranja,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: repolho refogado, Saladas: alface, Tabule (contém glúten), Vagem",857
Piracicaba,2018-09-25,DINNER,Strogonoff de carne (contém lactose),Rocambole de lentilha (contém glúten),Banana suco: abacaxi,"Acompanhamentos: arroz, Alface, Arroz integral, Batata palha, Feijão, Laranja, Rabanete c, Salada de abobrinha",1067
Piracicaba,2018-09-25,LUNCH,Frango assado,Omelete de chapa (contém lactose),Banana,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: creme de milho (contém lactose), Repolho roxo, Salada de berinjela, Saladas: alface",1107
Piracicaba,2018-09-26,LUNCH,Linguiça toscana assada,Ovo cozido,Arroz doce (lactose),"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: farofa de couve, Pepino, Salada de chuchu, Saladas: alface, Tomate c",1019
Piracicaba,2018-09-26,DINNER,Bife de panela,Ovo mexido (contém lactose),Arroz doce (lactose),"Abobrinha, Acompanhamentos: arroz, Arroz integral, Cenoura ralada, Feijão, Guarnição: escarola refogada, Saladas: alface",877
Piracicaba,2018-09-27,LUNCH,Carne louca,Quibe de berinjela (contém glúten),Maçã,"Acelga, Acompanhamentos: arroz, Arroz integral, Beterraba cozida, Feijão, Guarnição: macarrão alho e óleo (glúten), Saladas: alface",936
Piracicaba,2018-09-27,DINNER,Filé de frango grelhado,Tortilha de brócolis (glúten e lactose),Maçã,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: creme de espinafre (lactose), Repolho, Saladas: alface, Tomate",889
Piracicaba,2018-09-28,LUNCH,Lombo com abacaxi,Lasanha de abobrinha (lactose),Paçoca,"Acompanhamentos: arroz, Arroz integral, Cenoura em rodelas, Feijão, Guarnição: batata rústica, Salada de chuchu, Saladas: alface",1082
Piracicaba,2018-09-28,DINNER,Carne moída,Ovo cozido,Paçoca,"Acompanhamentos: arroz, Arroz integral, Beterraba cozida, Feijão, Guarnição: polenta, Pepino, Saladas: alface",992
Piracicaba,2018-09-29,LUNCH,Frango xadrez,Grão de bico xadrez,Melão,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: repolho refogado, Macarronese (contém glúten), Saladas: alface, Tomate",977
Piracicaba,2018-10-01,LUNCH,Fricassê de frango (contém lactose),Ovo cozido,Maçã,"Acompanhamentos: arroz, Arroz integral, Beterraba ralada, Feijão, Guarnição: abobrinha assada, Macarronese (glúten), Saladas: alface",1006
Piracicaba,2018-10-01,DINNER,Carne moída,Berinjela ao sugo (contém lactose),Maçã,"Acompanhamentos: arroz, Arroz integral, Cenoura cozida, Feijão, Guarnição: polenta, Repolho roxo, Saladas: alface",985
Piracicaba,2018-10-02,LUNCH,Carne de panela,Tortilha de pizza (lactose e glúten),Laranja,"Acelga, Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: jardineira de legumes, Saladas: alface, Soja ao vinagrete",998
Piracicaba,2018-10-02,DINNER,Lombo assado,Escondidinho de espinafre ( lactose),Laranja,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: couve refogada, Salada de grãos, Saladas: alface, Tomate",1028
Piracicaba,2018-10-03,DINNER,Carne louca,Ovo mexido,Doce de banana,"Acompanhamentos: arroz, Arroz integral, Cenoura c, Feijão, Gergelim, Guarnição: chuchu ao molho branco (contem lactose), Sal. feijão branco, Saladas: alface",1005
Piracicaba,2018-10-03,LUNCH,Parmegiana de peixe (glúten e lactose),Strogonoff de legumes (lactose),Doce de banana suco: abacaxi,"Acompanhamentos: arroz, Arroz integral, Arroz à grega, Feijão, Pepino, Salada de berinjela, Saladas: alface",1000
Piracicaba,2018-10-04,DINNER,Frango xadrez,Grão de bico xadrez,Melancia,"Acompanhamentos: arroz, Arroz integral, Batata doce c, Beterraba ralada, Feijão, Gergelim, Guarnição: acelga refogada, Saladas: alface",1229
Piracicaba,2018-10-04,LUNCH,Bife acebolado,Lasanha de abobrinha (lactose),Melancia,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: virado de ovos, Rabanete, Saladas: alface, Vagem",1197
Piracicaba,2018-10-05,DINNER,Isca de carne ao vinagrete,Omelete assado,Pudim de coco (lactose),"Abobrinha, Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: farofa de cenoura com ervilha, Rabanete, Saladas: alface",898
Piracicaba,2018-10-05,LUNCH,Frango assado,Omelete na chapa (lactose),Pudim de coco (lactose),"Acompanhamentos: arroz, Arroz integral, Beterraba cozida, Feijão, Guarnição: creme de milho (contem lactose), Saladas: alface, Tomate",1778
Piracicaba,2018-10-06,LUNCH,Rocambole de carne (contém gluten),Cuscuz de lentilha,Salada de frutas,"Acompanhamentos: arroz, Arroz integral, Cenoura cozida, Feijão, Guarnição: chuchu c, Milho, Repolho roxo, Saladas: alface",921
Piracicaba,2018-10-08,DINNER,Strogonoff de frango (contém lactose),Bolinho de abobrinha (contém glúten),Laranja,"Acompanhamentos: arroz, Alface, Arroz integral, Batata palha, Feijão, Repolho bicolor, Salada de berinjela",908
Piracicaba,2018-10-08,LUNCH,Carne assada,Ovo mexido c/ queijo (contém lactose),Laranja,"Acompanhamentos: arroz, Arroz integral, Cenoura cozida, Feijão, Guarnição: farofa de frutas, Pepino, Saladas: alface",920
Piracicaba,2018-10-09,DINNER,Carne de panela,Rocambole de lentilha (contém glúten),Gelatina,"Acelga, Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: jardineira de legumes, Macarronese (contém glúten), Saladas: alface",1006
Piracicaba,2018-10-09,LUNCH,Pernil em cubos acebolado,Ovo cozido,Gelatina,"Acompanhamentos: arroz, Arroz integral, Batata aperitivo, Feijão, Guarnição: couve refogada, Saladas: alface, Tomate",1062
Piracicaba,2018-10-10,DINNER,Parmegiana de peixe (contém glúten e lactose),Berinjela ao sugo,Banana,"Acompanhamentos: arroz, Arroz integral, Feijão, Purê de batatas (contém lactose), Rabanete agridoce, Saladas: alface, Vagem ao vinagrete",1382
Piracicaba,2018-10-10,LUNCH,Quibe assado (contém glúten),Fricassê de repolho (contém lactose),Banana,"Abobrinha c, Acompanhamentos: arroz, Arroz integral, Arroz árabe, Beterraba ralada, Feijão, Hortelã, Saladas: alface",1085
Piracicaba,2018-10-11,DINNER,Hambúrguer pizzaiolo (contém lactose),Hambúrguer pts pizzaiolo (contém lactose),Pé de moleque,"Acompanhamentos: arroz, Alface, Arroz integral, Beterraba ralada, Cebola assada, Feijão, Pepino",1005
Piracicaba,2018-10-11,LUNCH,Filé de frango grelhado,Omelete de forno,Pé de moleque,"Acompanhamentos: arroz, Arroz integral, Cenoura rodelas, Feijão, Guarnição:  ratatouille, Salada de feijão fradinho, Saladas: alface",1011
Piracicaba,2018-10-15,LUNCH,Linguiça toscana (contém glúten),Ovo frito,Maçã,"Abobrinha cozida, Acompanhamentos: arroz, Arroz integral, Beterraba ralada, Feijão, Guarnição: virado de feijão, Saladas: alface",975
Piracicaba,2018-10-15,DINNER,Frango à moda caipira,Lentilha à moda caipira,Maçã,"Acompanhamentos: arroz, Arroz integral, Azeitona, Chuchu c, Feijão, Guarnição: polenta, Rabanete, Saladas: alface",1068
Piracicaba,2018-10-16,DINNER,Quibe assado (contém glúten),Ovo frito à pizzaiolo (contém lactose),Banana caramelada,"Acompanhamentos: arroz, Alface, Arroz integral, Creme de milho (contém lactose), Feijão, Sal. grão de bico, Tomate",1195
Piracicaba,2018-10-16,LUNCH,Frango xadrez,Escondidinho de brócolis (contém lactose),Banana caramelada,"Acompanhamentos: arroz, Alface, Arroz integral, Cenoura c, Feijão, Gergelim, Guarnição: repolho refogado, Vagem",930
Piracicaba,2018-10-17,DINNER,Pernil em cubos,Quibe de berinjela (contém glúten),Laranja,"Acompanhamentos: arroz, Arroz integral, Beterraba ralada, Feijão, Guarnição: farofa de cebola, Repolho especial, Saladas: alface",988
Piracicaba,2018-10-17,LUNCH,Strogonoff de carne (contém lactose),Omelete de chapa,Laranja,"Acompanhamentos: arroz, Arroz integral, Cenoura cozida, Feijão, Guarnição: batata palha, Pepino, Saladas: alface",1052
Piracicaba,2018-10-18,DINNER,Bife acebolado,Tortilha de espinafre (contém lactose e glúten),Melancia,"Abobrinha ao vinagrete, Acompanhamentos: arroz, Arroz integral, Cenoura ralada, Escarola refogada, Feijão, Saladas: alface",1027
Piracicaba,2018-10-18,LUNCH,Parmegiana de peixe (glúten e lactose),Hambúrguer de lentilha (glúten),Melancia,"Acompanhamentos: arroz, Alface, Arroz integral, Feijão, Ovo, Pirão de legumes, Salada de batata c, Tomate",1182
Piracicaba,2018-10-19,LUNCH,Carne de panela,Berinjela ao sugo,Picolé,"Acompanhamentos: arroz, Alface, Arroz integral, Beterraba cozida, Cenoura, Feijão, Guarnição: macarrão alho e óleo (contém glúten), Rabanete c",989
Piracicaba,2018-10-19,DINNER,Frango assado,Omelete de chapa (contém lactose),Picolé,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: cuscuz de legumes, Repolho roxo, Sal. de berinjela, Saladas: alface",1152
Piracicaba,2018-10-20,LUNCH,Filé de frango grelhado,Ovo mexido,Banana,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: creme de espinafre (contém lactose), Repolho roxo, Salada de berinjela, Saladas: alface",908
Piracicaba,2018-10-22,LUNCH,Lombo assado,Gratinado de ovos (contém lactose),Laranja,"Acompanhamentos: arroz, Arroz integral, Feijão, Guarnição: farofa de cenoura, Saladas: alface, Tomate, Vagem",1079
Piracicaba,2018-10-22,DINNER,Bife de panela,Lasanha de repolho (contém lactose),Laranja,"Acompanhamentos:  arroz, Arroz integral, Berinjela, Couve, Feijão, Guarnição: macarrão olho e óleo (contém glúten), Saladas: alface",894
Piracicaba,2018-10-23,DINNER,Calabresa acebolada,Ovo frito,Maçã,"Acompanhamentos:  arroz, Arroz integral, Carpaccio de abobrinha, Feijão, Guarnição: tutu de feijão, Repolho roxo, Saladas: alface",1199
Piracicaba,2018-10-23,LUNCH,Frango a moda caipira,Grão de bico caipira,Maçã,"Acompanhamentos:  arroz, Arroz integral, Beterraba cozida, Feijão, Guarnição: polenta, Rabanete agridoce, Saladas: alface",1129
Piracicaba,2018-10-24,DINNER,Filé de frango grelhado,Hamburguer de soja (contém glúten),Curau,"Acompanhamentos:  arroz, Alface, Arroz integral, Azeitona, Cenoura, Chuchu c, Creme de milho (contém lactose), Feijão, Rabanete c",972
Piracicaba,2018-10-24,LUNCH,Carne moída,Bolinho de abobrinha (contém lactose e glúten),Curau (contém lactose,"Acompanhamentos:  arroz, Arroz integral, Couve, Feijão, Guarnição: batata rústica, Salada de grãos, Saladas: alface",963
Piracicaba,2018-10-25,DINNER,Carne louca,Escondinho de brócolis (contém lactose),Banana,"Acompanhamentos:  arroz, Alface, Amendoim, Arroz integral, Feijão, Guarnição: jardineira de legumes, Lentilha c, Salada tropical",904
Piracicaba,2018-10-25,LUNCH,Bobó de frango (contém lactose),Omelete assado,Banana,"Abobrinha, Acompanhamentos:  arroz, Arroz integral, Beterraba ralada, Feijão, Guarnição: couve refogada, Saladas: alface",967
Piracicaba,2018-10-26,LUNCH,Isca de carne à chinesa,Lasanha de berinjela (contém lactose),Paçoca,"Acompanhamentos:  arroz, Alface, Arroz integral, Cenoura rodela, Feijão, Macarronese (contém glúten), Repolho refogado",0
Piracicaba,2018-10-26,DINNER,Strogonoff de frango (contém lactose),Omelete na chapa,Paçoca,"Acompanhamentos:  arroz, Arroz integral, Beterraba cozida, Feijão, Guarnição: batata palha, Pepino, Saladas: alface",987
Piracicaba,2018-10-27,LUNCH,Bife acebolado,Ovo frito,Melancia,"Acompanhamentos:  arroz, Arroz integral, Cenoura cozida, Feijão, Guarnição: purê de batatas (contém lactose), Saladas: alface, Tomate",0
Piracicaba,2018-10-29,DINNER,Bife acebolado,Tortilha de brócolis (contém lactose),Paçoca,"Acompanhamentos:  arroz, Arroz integral, Berinjela, Feijão, Guarnição: arroz de forno (contém lactose), Pepino, Saladas: alface",1200
Piracicaba,2018-10-29,LUNCH,Frango assado,Omelete na chapa (contém lactose),Paçoca,"Acompanhamentos: arroz, Arroz integral, Beterraba ralada, Creme de milho (contém lactose), Feijão, Saladas: alface, Vagem",1170
Piracicaba,2018-10-30,DINNER,Bobó de frango (contém lactose),Bolinho de abobrinha (contém lactose e glúten),Maçã,"Arroz, Arroz integral, Beterraba cozida, Feijão, Guarnição: escarola refogada, Rabanete agridoce, Saladas: alface",799
Piracicaba,2018-10-30,LUNCH,Carne louca,Gratinado de legumes (contém lactose),Maçã,"Acompanhamentos:  arroz, Arroz integral, Cenoura rodelas, Feijão, Guarnição: macarrão alho e óleo (contém glúten), Salada de grãos, Saladas: alface",988
Piracicaba,2018-10-31,LUNCH,Linguiça de frango,Ovo frito,Laranja,"Acompanhamentos:  arroz, Arroz integral, Feijão, Guarnição: farofa de couve, Sal. batata doce, Saladas: alface, Tomate",1089
Piracicaba,2018-10-31,DINNER,Carne de panela,Omelete assado,Laranja,"Acompanhamentos:  arroz, Arroz integral, Feijão, Guarnição: cenoura c, Pepino, Salada de feijão fradinho, Saladas: alface, Vagem",1002
Piracicaba,2018-11-01,LUNCH,Carne moída,Berinjela ao sugo,Gelatina,"Abobrinha, Acompanhamentos:  arroz, Arroz integral, Feijão, Guarnição: purê de batatas (contém lactose), Repolho roxo, Saladas: alface",1044
Piracicaba,2018-11-01,DINNER,Filé de frango grelhado,Ovo frito,Gelatina,"Acompanhamentos:  arroz, Arroz integral, Chuchu, Feijão, Guarnição: cuscuz de legumes, Saladas: alface, Tomate",1121
Piracicaba,2018-11-05,DINNER,Carne moída,Ovo frito,Laranja,"Alface, Arroz, Arroz integral, Beterraba cozida, Feijão, Pepino, Polenta",939
Piracicaba,2018-11-05,LUNCH,Fricassê de frango (contém lactose),Ovo cozido,Laranja,"Alface, Arroz, Arroz integral, Cenoura refogada, Feijão, Grão de bico, Tomate",1053
Piracicaba,2018-11-06,LUNCH,Carne de panela,Lasanha de abobrinha (contém lactose),Curau,"Alface, Arroz, Arroz integral, Brócolis (contém glúten), Feijão, Macarrão c, Rabanete, Vagem ao vinagrete",1119
Piracicaba,2018-11-06,DINNER,Lombo suíno assado,Ovo mexido c/ queijo,Curau,"Alface, Arroz, Arroz integral 441,8, Azeitona, Batata doce caramelada, Chuchu c, Couve, Feijão",1203
Piracicaba,2018-11-07,LUNCH,Parmegiana frango (contém lactose e glúten),Lentilha ao sugo,Maçã,"Alface, Arroz, Arroz integral, Berinjela, Feijão, Purê de batatas (contém lactose), Sal. mista de repolho",949
Piracicaba,2018-11-07,DINNER,Carne louca,Fricassê de repolho (contém lactose),Maçã,"Alface, Arroz, Arroz integral, Cenoura cozida, Farofa de frutas, Feijão, Tomate",1002
Piracicaba,2018-11-08,DINNER,Frango xadrez,Escondidinho de brócolis (contém lactose),Banana,"Alface, Arroz, Arroz integral, Escarola refogada, Feijão, Repolho roxo, Sal. de grãos",1094
Piracicaba,2018-11-08,LUNCH,Bife acebolado,Hamburguer de soja (contém glúten),Banana,"Alface, Arroz, Arroz integral, Beterraba cozida, Feijão, Pepino, Virado de ovos",1121
Piracicaba,2018-11-09,DINNER,Strogonoff de carne (contém lactose),Quibe de berinjela (contém glúten),Gelatina de morango,"Alface, Arroz, Arroz integral, Batata palha, Beterraba ralada, Carpaccio de abobrinha, Feijão",1139
